section,subsection,item_number,name,traditional_name,description,price
The Thai Culinary Experience,Thai Curries & Mains,4,Panang Curry,,Thick coconut curry with rich flavors,
The Thai Culinary Experience,Thai Curries & Mains,5,Massaman Curry,,Royal Thai curry with mild spices and depth,
The Thai Culinary Experience,Thai Curries & Mains,6,Thai Basil Vegetables,,Stir-fried vegetables in basil sauce,
The Thai Culinary Experience,Thai Curries & Mains,7,Tofu in Black Bean Sauce,,Tofu tossed in savory black bean sauce,
The Thai Culinary Experience,Thai Grill & Satay,1,Vegetable Satay,,Grilled vegetables served with peanut sauce,
The Thai Culinary Experience,Thai Grill & Satay,2,Pineapple Pepper Skewers,,Sweet and smoky skewers with Thai glaze,
The Thai Culinary Experience,Thai Grill & Satay,3,Lemongrass Paneer Skewers,,Paneer infused with lemongrass flavors,
The Thai Culinary Experience,Thai Grill & Satay,4,Sweet Chilli Mushroom Skewers,,Mushrooms glazed with sweet chilli sauce,
The Thai Culinary Experience,Rice & Sides,1,Steamed Jasmine Rice,,Light and aromatic Thai rice,
The Thai Culinary Experience,Rice & Sides,2,Thai Fried Rice,,Stir-fried rice with Thai seasonings,
The Thai Culinary Experience,Rice & Sides,3,Pineapple Fried Rice,,Sweet and savory rice with pineapple,
The Thai Culinary Experience,Rice & Sides,4,Sticky Rice with Sesame,,Glutinous rice topped with sesame,
The Thai Culinary Experience,Desserts,1,Mango Sticky Rice,,Classic Thai dessert with mango and coconut rice,
The Thai Culinary Experience,Desserts,2,Coconut Tapioca Pudding,,Creamy tapioca pearls in coconut milk,
The Thai Culinary Experience,Desserts,3,Thai Coconut Ice Cream,,Smooth coconut-based ice cream,
The Thai Culinary Experience,Desserts,4,Banana Fritters,,Crispy bananas drizzled with honey and sesame,
The Thai Culinary Experience,Desserts,5,Tub Tim Krob,,Water chestnuts in sweet coconut milk,
The Thai Culinary Experience,Beverages,1,Thai Iced Tea,,Sweet and creamy chilled Thai tea,
The Thai Culinary Experience,Beverages,2,Lemongrass Cooler,,Refreshing herbal drink with citrus notes,
The Thai Culinary Experience,Beverages,3,Coconut Water Infusion,,Hydrating coconut drink with subtle flavors,
The Thai Culinary Experience,Beverages,4,Kaffir Lime Mint Cooler,,Zesty drink with lime and mint freshness,
The Levantine Culinary Experience,Artisanal Breads & Mezze Essentials,1,Freshly Baked Pita Bread,,Soft and fluffy Middle Eastern bread served warm,
The Levantine Culinary Experience,Artisanal Breads & Mezze Essentials,2,Za'atar Flatbread,,Aromatic flatbread topped with za'atar herbs and olive oil,
The Levantine Culinary Experience,Artisanal Breads & Mezze Essentials,3,Olive Oil & Herb Focaccia,,Soft focaccia infused with Middle Eastern herbs,
The Levantine Culinary Experience,Artisanal Breads & Mezze Essentials,4,Crispy Lavash Crackers,,"Thin, crunchy crackers perfect for dips",
The Levantine Culinary Experience,Artisanal Breads & Mezze Essentials,5,Cheese Fatayer,,Baked pastry stuffed with creamy cheese filling,
The Levantine Culinary Experience,Artisanal Breads & Mezze Essentials,6,Spinach & Pine Nut Fatayer,,Savory pastry filled with spinach and toasted pine nuts,
The Levantine Culinary Experience,Cold Mezze Bar,1,Classic Hummus,,Creamy chickpea dip finished with olive oil,
The Levantine Culinary Experience,Cold Mezze Bar,2,Hummus Beiruti,,"Spicy hummus with garlic, chilli, and lemon",
The Levantine Culinary Experience,Cold Mezze Bar,3,Roasted Red Pepper Hummus,,Smoky hummus blended with roasted peppers,
The Levantine Culinary Experience,Cold Mezze Bar,4,Baba Ganoush,,Charred eggplant dip with a rich smoky flavor,
The Levantine Culinary Experience,Cold Mezze Bar,5,Muhammara,,Walnut and red pepper dip with a sweet-spicy profile,
The Levantine Culinary Experience,Cold Mezze Bar,6,Labneh with Herbs,,Thick strained yogurt drizzled with olive oil,
The Levantine Culinary Experience,Cold Mezze Bar,7,Tzatziki,,Refreshing yogurt dip with cucumber and herbs,
The Levantine Culinary Experience,Cold Mezze Bar,8,Stuffed Grape Leaves,,Tangy rice-filled vine leaves,
The Levantine Culinary Experience,Cold Mezze Bar,9,Pickled Vegetables & Olives,,Assorted pickles and olives with bold flavors,
The Levantine Culinary Experience,Levantine Salads,1,Fattoush Salad,,Crisp greens with toasted pita and tangy dressing,
The Levantine Culinary Experience,Levantine Salads,2,Tabbouleh,,Fresh parsley salad with bulgur and lemon,
The Levantine Culinary Experience,Levantine Salads,3,Mediterranean Chickpea Salad,,Chickpeas tossed with herbs and citrus,
The Levantine Culinary Experience,Levantine Salads,4,Grilled Vegetable Tahini Salad,,Charred vegetables with creamy tahini,
The Levantine Culinary Experience,Levantine Salads,5,Beetroot Yogurt Salad,,Beetroot blended with yogurt and spices,
The Levantine Culinary Experience,Hot Mezze & Small Plates,1,Falafel with Tahini,,Crispy chickpea fritters served with tahini dip,
The Levantine Culinary Experience,Hot Mezze & Small Plates,2,Cheese Sambousek,,Fried pastry filled with melted cheese,
The Levantine Culinary Experience,Hot Mezze & Small Plates,3,Spinach Sambousek,,Savory pastry stuffed with spiced spinach,
The Levantine Culinary Experience,Hot Mezze & Small Plates,4,Vegetarian Kibbeh,,Bulgur shells filled with flavorful vegetable mix,
The Levantine Culinary Experience,Hot Mezze & Small Plates,5,Batata Harra,,Spicy Lebanese potatoes with garlic and herbs,
The Levantine Culinary Experience,Hot Mezze & Small Plates,6,Grilled Halloumi,,Salted cheese grilled to perfection with herbs,
The Levantine Culinary Experience,Hot Mezze & Small Plates,7,Stuffed Mushrooms,,Mushrooms filled with cheese and herbs,
The Levantine Culinary Experience,Live Grill & Shawarma,1,Vegetable Shawarma,,Live-carved spiced vegetables in shawarma style,
The Levantine Culinary Experience,Live Grill & Shawarma,2,Paneer Shawarma Wraps,,Soft wraps filled with spiced paneer,
The Levantine Culinary Experience,Live Grill & Shawarma,3,Za'atar Veg Skewers,,Grilled vegetables seasoned with za'atar,
The Levantine Culinary Experience,Live Grill & Shawarma,4,Harissa Paneer Skewers,,Paneer marinated in spicy harissa,
The Levantine Culinary Experience,Live Grill & Shawarma,5,Sumac Mushroom Skewers,,Mushrooms seasoned with tangy sumac,
The Levantine Culinary Experience,Live Grill & Shawarma,6,Falafel Wrap Station,,Fresh falafel wraps prepared live,
The Levantine Culinary Experience,Lebanese Mains,1,Vegetable Moussaka,,Layered vegetable bake in rich tomato sauce,
The Levantine Culinary Experience,Lebanese Mains,2,Mujaddara,,Lentils and rice topped with caramelized onions,
The Levantine Culinary Experience,Lebanese Mains,3,Tahini Vegetable Stew,,Creamy stew with vegetables in tahini sauce,
The Levantine Culinary Experience,Lebanese Mains,4,Chickpea Spinach Tagine,,Slow-cooked chickpeas with spinach and spices,
The Levantine Culinary Experience,Lebanese Mains,5,Middle Eastern Spiced Rice,,Fragrant rice with nuts and spices,
The Levantine Culinary Experience,Rice & Accompaniments,1,Vermicelli Rice,,Rice cooked with toasted vermicelli,
The Levantine Culinary Experience,Rice & Accompaniments,2,Saffron Rice,,Aromatic rice with saffron and dry fruits,
The Levantine Culinary Experience,Rice & Accompaniments,3,Couscous with Vegetables,,Fluffy couscous with roasted vegetables,
The Levantine Culinary Experience,Rice & Accompaniments,4,Garlic Toum,,Bold garlic sauce with creamy texture,
The Levantine Culinary Experience,Rice & Accompaniments,5,Tahini Sauce,,Smooth sesame-based sauce,
The Levantine Culinary Experience,Rice & Accompaniments,6,Harissa Sauce,,Spicy North African chilli paste,
The Levantine Culinary Experience,Desserts,1,Baklava Assortment,,Layered pastry with nuts and honey syrup,
The Levantine Culinary Experience,Desserts,2,Kunafa,,Crispy pastry with cheese soaked in sugar syrup,
The Levantine Culinary Experience,Desserts,3,Basbousa,,Soft semolina cake infused with syrup,
The Levantine Culinary Experience,Desserts,4,Mahalabia,,Milk pudding flavored with rose essence,
The Levantine Culinary Experience,Desserts,5,Dates with Nuts & Honey,,Premium dates filled with nuts and drizzled with honey,
The Levantine Culinary Experience,Desserts,6,Turkish Delight,,Soft chewy sweets in assorted flavors,
The Levantine Culinary Experience,Beverages,1,Mint Lemonade,,Refreshing lemon drink with mint,
The Levantine Culinary Experience,Beverages,2,Rose Sharbat,,Floral rose-flavored cooler,
The Levantine Culinary Experience,Beverages,3,Arabic Kahwa,,Light spiced coffee with aromatic notes,
The Levantine Culinary Experience,Beverages,4,Fruit Infusions,,Fresh fruit-based refreshing beverages,
The Japanese Culinary Experience,Sushi & Maki Atelier,1,Avocado & Cream Cheese Sushi Rolls,,Creamy avocado paired with smooth cream cheese in delicate rolls,
The Japanese Culinary Experience,Sushi & Maki Atelier,2,Cucumber & Sesame Maki,,Fresh cucumber rolls finished with toasted sesame,
The Japanese Culinary Experience,Sushi & Maki Atelier,3,Tempura Vegetable Sushi,,Crispy tempura vegetables wrapped in sushi rice,
The Japanese Culinary Experience,Sushi & Maki Atelier,4,Asparagus Tempura Maki,,Crunchy asparagus tempura rolled in seasoned rice,
The Japanese Culinary Experience,Sushi & Maki Atelier,5,Spicy Paneer Sushi,,Fusion rolls with spiced paneer and Japanese flavors,
The Japanese Culinary Experience,Sushi & Maki Atelier,6,Mango & Avocado Sushi,,Sweet mango balanced with creamy avocado,
The Japanese Culinary Experience,Sushi & Maki Atelier,7,Rainbow Veg Sushi Platter,,Assorted colorful sushi selection with fresh vegetables,
The Japanese Culinary Experience,Sushi & Maki Atelier,8,Vegetable Nigiri,,Hand-pressed sushi topped with seasoned vegetables,
The Japanese Culinary Experience,Japanese Salads & Cold Plates,1,Japanese Potato Salad,,Creamy potato salad with a light Japanese twist,
The Japanese Culinary Experience,Japanese Salads & Cold Plates,2,Seaweed Salad (Wakame),,Refreshing seaweed with sesame dressing,
The Japanese Culinary Experience,Japanese Salads & Cold Plates,3,Goma-ae Spinach Salad,,Spinach tossed in rich sesame sauce,
The Japanese Culinary Experience,Japanese Salads & Cold Plates,4,Cucumber Sunomono,,Lightly pickled cucumber with a tangy flavor,
The Japanese Culinary Experience,Japanese Salads & Cold Plates,5,Edamame with Sea Salt,,Steamed soybeans sprinkled with sea salt,
The Japanese Culinary Experience,Japanese Salads & Cold Plates,6,Avocado & Citrus Salad,,Fresh avocado with zesty citrus dressing,
The Japanese Culinary Experience,Small Plates & Starters,1,Vegetable Tempura,,Lightly battered and fried seasonal vegetables,
The Japanese Culinary Experience,Small Plates & Starters,2,Tempura Broccoli & Baby Corn,,Crispy fried broccoli and baby corn,
The Japanese Culinary Experience,Small Plates & Starters,3,Crispy Tofu Teriyaki,,Golden tofu glazed with teriyaki sauce,
The Japanese Culinary Experience,Small Plates & Starters,4,Vegetable Gyoza,,Pan-fried dumplings with vegetable filling,
The Japanese Culinary Experience,Small Plates & Starters,5,Vegetable Korokke,,Japanese-style crispy potato croquettes,
The Japanese Culinary Experience,Small Plates & Starters,6,Paneer Katsu Bites,,Breaded paneer with a fusion Japanese twist,
The Japanese Culinary Experience,Teppanyaki Live Grill,1,Teppanyaki Vegetables,,Live stir-fried vegetables with Japanese seasoning,
The Japanese Culinary Experience,Teppanyaki Live Grill,2,Teriyaki Paneer Teppan,,Paneer grilled with teriyaki glaze,
The Japanese Culinary Experience,Teppanyaki Live Grill,3,Garlic Butter Mushrooms,,Mushrooms tossed in garlic butter on teppan,
The Japanese Culinary Experience,Teppanyaki Live Grill,4,Sweet Soy Vegetables,,Vegetables glazed in sweet soy sauce,
The Japanese Culinary Experience,Teppanyaki Live Grill,5,Japanese Fried Rice (Teppan),,Rice tossed live with Japanese flavors,
The Japanese Culinary Experience,Teppanyaki Live Grill,6,Udon Noodles Teppanyaki,,Thick noodles stir-fried on hot plate,
The Japanese Culinary Experience,Ramen & Noodle Bar,1,Vegetable Ramen (Miso Broth),,Noodles in rich miso-based broth,
The Japanese Culinary Experience,Ramen & Noodle Bar,2,Soy Garlic Ramen,,Aromatic ramen with soy and garlic notes,
The Japanese Culinary Experience,Ramen & Noodle Bar,3,Udon Noodle Soup,,Thick noodles in light savory broth,
The Japanese Culinary Experience,Ramen & Noodle Bar,4,Soba Noodle Stir Fry,,Buckwheat noodles stir-fried with vegetables,
The Japanese Culinary Experience,Ramen & Noodle Bar,5,Yakimeshi Rice,,Japanese-style stir-fried rice,
The Japanese Culinary Experience,Japanese Mains,1,Vegetable Katsu Curry,,Crispy vegetables served with Japanese curry,
The Japanese Culinary Experience,Japanese Mains,2,Japanese Curry Rice,,Mild and comforting curry with steamed rice,
The Japanese Culinary Experience,Japanese Mains,3,Tofu Teriyaki,,Tofu glazed in sweet and savory teriyaki,
The Japanese Culinary Experience,Japanese Mains,4,Soy Ginger Vegetables,,Stir-fried vegetables with soy and ginger,
The Japanese Culinary Experience,Rice & Accompaniments,1,Sticky Sushi Rice,,Seasoned rice used for sushi preparations,
The Japanese Culinary Experience,Rice & Accompaniments,2,Steamed Japanese Rice,,Soft and fluffy short-grain rice,
The Japanese Culinary Experience,Rice & Accompaniments,3,Pickled Ginger,,Tangy palate cleanser,
The Japanese Culinary Experience,Rice & Accompaniments,4,Wasabi & Soy Selection,,Traditional condiments for sushi,
The Japanese Culinary Experience,Rice & Accompaniments,5,Furikake Seasoning,,Japanese seasoning mix with sesame and seaweed,
The Japanese Culinary Experience,Desserts,1,Matcha Cheesecake,,Creamy cheesecake infused with green tea,
The Japanese Culinary Experience,Desserts,2,Mochi Ice Cream,,Soft rice dough filled with ice cream,
The Japanese Culinary Experience,Desserts,3,Dorayaki,,Japanese pancakes with sweet filling,
The Japanese Culinary Experience,Desserts,4,Tempura Fried Ice Cream,,Crispy-coated ice cream with warm shell,
The Japanese Culinary Experience,Desserts,5,Sesame Honey Balls,,Sweet dumplings with sesame coating,
The Japanese Culinary Experience,Beverages,1,Matcha Green Tea,,Traditional green tea served hot or cold,
The Japanese Culinary Experience,Beverages,2,Japanese Iced Tea,,Light and refreshing chilled tea,
The Japanese Culinary Experience,Beverages,3,Yuzu Lemonade,,Citrus drink with Japanese yuzu flavor,
The Japanese Culinary Experience,Beverages,4,Jasmine Tea,,Fragrant tea with floral aroma,
Signature Welcome Experience,,1,Hot Apple Cider & Japanese Tea Ceremony,,Warm spiced apple infusion & delicate brewed Japanese tea,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,1,Hand-pulled noodles,,Soft wheat noodles,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,2,Golden fried garlic crisps,,Crispy aromatic garlic,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,3,Caramelised onions,,Sweet slow-cooked onions,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,4,Crispy noodles,,Crunchy fried strands,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,5,Spring onion pearls,,Fresh green onion garnish,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,6,Green chilli brunoise,,Finely chopped chilli heat,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,7,Fresh onion shards,,Sharp onion crunch,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,8,Roasted peanut crumble,,Nutty texture,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,9,Chilli infused oil,,Spiced oil drizzle,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,10,Garden coriander,,Fresh herbal note,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,11,Citrus lemon essence,,Tangy freshness,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,12,Buttered broccoli florets,,Lightly sautéed broccoli,
The Burmese Khao Suey Atelier,Artisanal Garnish Selection,13,Glazed carrots,,Sweet butter-tossed carrots,
Oriental Dim Sum Pavilion (Live),Signature Dumplings,1,Emerald Corn & Spinach Dumplings,,Sweet corn & spinach filling in soft dumpling wrap,
Oriental Dim Sum Pavilion (Live),Signature Dumplings,2,Chilli Tofu & Scallion Infusion Dumplings,,Spiced tofu with spring onion notes,
Oriental Dim Sum Pavilion (Live),Signature Dumplings,3,Garden Harvest Vegetable Dumplings,,Mixed seasonal vegetable stuffing,
Oriental Dim Sum Pavilion (Live),Signature Dumplings,4,Water Chestnut & Bok Choy Crystal Dumplings,,Crunchy water chestnut with bok choy in translucent wrap,
Oriental Dim Sum Pavilion (Live),Signature Dip Collection,1,Smoked Red Chilli Relish,,Smoky spicy chutney,
Oriental Dim Sum Pavilion (Live),Signature Dip Collection,2,Roasted Tomato & Sesame Emulsion,,Nutty tomato blend,
Oriental Dim Sum Pavilion (Live),Signature Dip Collection,3,Classic Schezwan Essence,,Spicy Indo-Chinese sauce,
Oriental Dim Sum Pavilion (Live),Signature Dip Collection,4,Black Bean Reduction,,Rich fermented bean sauce,
European Baked Indulgence,,1,Classic Italian Lasagna Al Forno,,Layered pasta with rich tomato & cheese,
European Baked Indulgence,,2,Florentine Spinach & Cheese Bake,,Creamy spinach baked with cheese,
European Baked Indulgence,,3,Herb Ricotta Vegetable Cannelloni,,Stuffed pasta tubes with ricotta & herbs,
European Baked Indulgence,,4,Mexican Trio Gratination,,Baked Mexican-style vegetables & beans,
European Baked Indulgence,,5,Spinach & Cheese Roulade,,Rolled spinach with creamy cheese filling,
European Baked Indulgence,,6,Broccoli & Baby Corn Baked Pasta,,Creamy pasta with broccoli & baby corn,
Pita & Khubus Artisanal Bread Bar,,1,Brown Pita,,Whole wheat flatbread,
Pita & Khubus Artisanal Bread Bar,,2,White Pita,,Classic soft pita bread,
Pita & Khubus Artisanal Bread Bar,,3,Traditional Khubus,,Arabic flatbread,
Swiss Alpine Rösti Counter,,1,Wild Mushroom & Cheese Rösti,,Crispy potato with mushrooms & cheese,
Swiss Alpine Rösti Counter,,2,Spinach Infused Rösti,,Potato rösti blended with spinach,
Swiss Alpine Rösti Counter,,3,Creamy Garlic Spinach Delight,,Rich spinach in garlic cream sauce,
Swiss Alpine Rösti Counter,,4,Swiss Cheese Fondue,,Melted cheese served with vegetables & fruits for dipping,
The Grand Fromage Gallery,Curated Cheese Selection,1,Brie Royale,,Soft creamy cheese,
The Grand Fromage Gallery,Curated Cheese Selection,2,Bleu Artisan,,Strong blue cheese,
The Grand Fromage Gallery,Curated Cheese Selection,3,Camembert Reserve,,Earthy soft cheese,
The Grand Fromage Gallery,Curated Cheese Selection,4,Smoked Scamorza,,Lightly smoked cheese,
The Grand Fromage Gallery,Curated Cheese Selection,5,Italian Fontina,,Nutty semi-soft cheese,
The Grand Fromage Gallery,Curated Cheese Selection,6,Aged Goat Cheese,,Tangy goat milk cheese,
The Grand Fromage Gallery,Gourmet Accompaniments,1,Mediterranean olives,,Brined olives,
The Grand Fromage Gallery,Gourmet Accompaniments,2,Fresh strawberries,,Sweet freshness,
The Grand Fromage Gallery,Gourmet Accompaniments,3,Toasted walnuts,,Crunchy nuts,
The Grand Fromage Gallery,Gourmet Accompaniments,4,Carr's fine crackers,,Gourmet biscuits,
The Grand Fromage Gallery,Gourmet Accompaniments,5,Californian grapes,,Juicy grapes,
The Grand Fromage Gallery,Signature Dip Pairings,1,Pepper Jack Velvet Dip,,Mild spicy cheese dip,
The Grand Fromage Gallery,Signature Dip Pairings,2,Rosemary White Bean Purée,,Herbed creamy dip,
The Grand Fromage Gallery,Signature Dip Pairings,3,Caramel Fruit Reduction,,Sweet fruit glaze,
The Grand Fromage Gallery,Signature Dip Pairings,4,Creamy Artichoke Indulgence,,Rich artichoke dip,
The Grand Fromage Gallery,Signature Dip Pairings,5,Rustic Black Bean Salsa,,Chunky bean salsa,
Indian Fusion Legacy Kitchen,,1,Chiwara Tehri Royale,,Spiced flattened rice pulao,
Indian Fusion Legacy Kitchen,,2,Dal Moradabadi with Bihari Sattu Paratha,,Light spiced lentils with roasted gram flatbread,
Indian Fusion Legacy Kitchen,,3,Paneer Ghon Heritage Curry,,Traditional paneer curry with rustic spices,
Indian Fusion Legacy Kitchen,,4,Pindi Choley with Aloo Tamatar Rassa,,Punjabi chickpeas with tangy potato gravy,
Pan-Asian & Global Gourmet Mains,,1,Kashmiri Sesame Tadka Vegetables,,Vegetables tossed with sesame & spices,
Pan-Asian & Global Gourmet Mains,,2,Tandoor Paneer in Cherry Tomato Makini,,Grilled paneer in buttery tomato gravy,
Pan-Asian & Global Gourmet Mains,,3,Tofu Kofta in Goji Berry Essence,,Soft tofu dumplings in mildly sweet gravy,
Pan-Asian & Global Gourmet Mains,,4,Quinoa Tahini Tofu Kofta with Pumpkin Coconut Velouté,,Healthy kofta in creamy coconut pumpkin sauce,
Pan-Asian & Global Gourmet Mains,,5,Watermelon Curry with Steamed Rice,,Unique sweet-spicy watermelon curry,
Pan-Asian & Global Gourmet Mains,,6,Wild Mushroom & Pine Nut Pulao,,Fragrant rice with mushrooms & pine nuts,
Artisanal Kulcha Atelier,,1,Beetroot & Goat Cheese Kulcha,,Earthy beetroot with creamy goat cheese,
Artisanal Kulcha Atelier,,2,Blue Cheese Kulcha with Coconut Cream Infusion,,Sharp cheese balanced with mild coconut,
Artisanal Kulcha Atelier,,3,Camembert & Bhuna Aloo Kulcha,,French cheese with spiced Indian potatoes,
Heritage Grains & Wellness Bowls,,1,Rustic Brown Rice Khichdi,,Wholesome rice & lentil preparation,
Heritage Grains & Wellness Bowls,,2,Bajra & Cheese Khichdi with Wild Mushroom & Pine Nut Pulao,,Millet-based khichdi with gourmet twist,
Dessert Studio – Indian Indulgence Reimagined,,1,Besan Ladoo Tart with Saffron Cheesecake,,Fusion of Indian sweet & cheesecake,
Dessert Studio – Indian Indulgence Reimagined,,2,Doda Barfi Terrace Tart,,Rich caramelised milk fudge tart,
Dessert Studio – Indian Indulgence Reimagined,,3,Royal Tamatar Halwa,,Slow-cooked tomato dessert with ghee & dry fruits,
The Regal Greens & Global Salad Symphony,,1,Royal Garden Harvest Salad,,"A vibrant medley of farm-fresh greens, seasonal vegetables, and light herb dressing",
The Regal Greens & Global Salad Symphony,,2,Mediterranean Pearl Couscous Salad,,"Fluffy couscous tossed with olives, herbs, vegetables, and citrus dressing",
The Regal Greens & Global Salad Symphony,,3,Exotic Fruit & Nut Symphony Salad,,Seasonal fruits paired with toasted nuts and a hint of honey glaze,
The Regal Greens & Global Salad Symphony,,4,Truffle Infused Wild Mushroom Salad,,Sautéed mushrooms enhanced with delicate truffle essence and herbs,
The Regal Greens & Global Salad Symphony,,5,Burrata & Heirloom Tomato Elegance,,Creamy burrata paired with heirloom tomatoes and basil drizzle,
The Regal Greens & Global Salad Symphony,,6,Classic Caesar Royale Salad,,"Crisp lettuce with parmesan, croutons, and rich Caesar dressing",
The Regal Greens & Global Salad Symphony,,7,Avocado Citrus Luxe Salad,,Creamy avocado balanced with zesty citrus and fresh greens,
The Regal Greens & Global Salad Symphony,,8,Greek Feta & Olive Heritage Salad,,"Feta cheese with olives, cucumber, and Mediterranean dressing",
The Regal Greens & Global Salad Symphony,,9,Asian Sesame Crunch Salad,,Crisp vegetables tossed in a nutty sesame dressing with a crunchy finish,
The Regal Greens & Global Salad Symphony,,10,Quinoa & Roasted Vegetable Delight,,Protein-rich quinoa combined with slow-roasted seasonal vegetables,
The Regal Greens & Global Salad Symphony,,11,Watermelon Feta Mint Refresher,,"Juicy watermelon with feta, mint, and a refreshing light dressing",
The Regal Greens & Global Salad Symphony,,12,Pineapple Chili Honey Fusion Salad,,Sweet pineapple elevated with chili heat and honey glaze,
The Regal Greens & Global Salad Symphony,,13,Smoked Corn & Bell Pepper Fiesta,,Charred corn and peppers tossed in smoky spices and herbs,
The Regal Greens & Global Salad Symphony,,14,Cranberry Walnut Garden Salad,,Fresh greens with tart cranberries and toasted walnuts,
The Regal Greens & Global Salad Symphony,,15,Kale & Apple Honey Mustard Salad,,Crunchy kale paired with apples and a honey mustard dressing,
The Regal Greens & Global Salad Symphony,,16,Thai Raw Papaya Signature Salad,,"Shredded papaya with tangy, spicy Thai-style dressing",
The Regal Greens & Global Salad Symphony,,17,Oriental Glass Noodle Salad,,Silky noodles tossed with vegetables in a light soy-sesame dressing,
The Regal Greens & Global Salad Symphony,,18,Zesty Chickpea Mediterranean Salad,,"Chickpeas mixed with herbs, vegetables, and citrus notes",
The Regal Greens & Global Salad Symphony,,19,Russian Heritage Potato Salad,,Creamy potatoes blended with vegetables and classic seasoning,
The Regal Greens & Global Salad Symphony,,20,Creamy Coleslaw Deluxe Edition,,Finely shredded cabbage and carrot in a smooth creamy dressing,
Gourmet & Designer Salads,,1,Roasted Beetroot & Goat Cheese Symphony,,Oven-roasted beetroot paired with creamy goat cheese and subtle herb notes,
Gourmet & Designer Salads,,2,Charred Broccoli Almond Salad,,Lightly charred broccoli tossed with toasted almonds and delicate seasoning,
Gourmet & Designer Salads,,3,Citrus Arugula Parmesan Salad,,Peppery arugula with citrus accents and shaved parmesan,
Gourmet & Designer Salads,,4,Pesto Pasta Primavera Salad,,Pasta tossed with fresh vegetables in a fragrant basil pesto dressing,
Gourmet & Designer Salads,,5,Sun-Dried Tomato & Olive Medley,,Intense sun-dried tomatoes and olives blended with herbs and olive oil,
Gourmet & Designer Salads,,6,Mango Avocado Summer Luxe Salad,,Juicy mango and creamy avocado with a refreshing light dressing,
Gourmet & Designer Salads,,7,Lebanese Fattoush Signature Salad,,Crisp vegetables and toasted pita in a tangy sumac dressing,
Gourmet & Designer Salads,,8,Tabbouleh Parsley & Bulgur Classic,,"Finely chopped parsley with bulgur, tomatoes, and lemon dressing",
Gourmet & Designer Salads,,9,Italian Antipasto Salad Platter,,"A gourmet assortment of vegetables, cheese, and Mediterranean flavors",
Gourmet & Designer Salads,,10,Caprese Skewers with Balsamic Drizzle,,"Cherry tomatoes, mozzarella, and basil finished with balsamic glaze",
Royal Indian Fusion Salads,,1,Shahi Sprouts Chaat Salad,,"Nutritious sprouts tossed with chutneys, spices, and a hint of citrus zest",
Royal Indian Fusion Salads,,2,Anardana Kachumber Royale,,Freshly chopped vegetables enhanced with pomegranate pearls and tangy seasoning,
Royal Indian Fusion Salads,,3,Rajasthani Kheera Mirch Salad,,Cucumber and green chilli tossed in traditional Rajasthani spices,
Royal Indian Fusion Salads,,4,Desi Chana Chaat Gourmet Bowl,,"Boiled chickpeas mixed with onions, tomatoes, and classic chaat masala",
Royal Indian Fusion Salads,,5,Dahi Bhalla Salad Fusion,,"Soft lentil dumplings layered with yogurt, chutneys, and mild spices",
Royal Indian Fusion Salads,,6,Moong Dal Kosambari Heritage Salad,,"Soaked moong dal with coconut, curry leaves, and light tempering",
Royal Indian Fusion Salads,,7,Pudina Aloo Chatpata Salad,,Boiled potatoes tossed in mint chutney and tangy Indian spices,
Royal Indian Fusion Salads,,8,Beetroot Raita Infused Salad,,Grated beetroot blended with yogurt and subtle roasted spices,
Royal Indian Fusion Salads,,9,Laccha Pyaz Mint Dressing Salad,,Sliced onions tossed in mint dressing and mild seasoning,
Royal Indian Fusion Salads,,10,Khatti Meethi Imli Fruit Salad,,Seasonal fruits glazed with sweet and tangy tamarind dressing,
Royal Paneer & Vegetable Kitchen,,1,Rajwadi Shahi Paneer Nazakat,,Rich tomato gravy finished with cream and royal spices,
Royal Paneer & Vegetable Kitchen,,2,Paneer Makhmali Mehfil,,Silky butter gravy with a luxurious velvety finish,
Royal Paneer & Vegetable Kitchen,,3,Kesar Pista Paneer Darbari,,Saffron infused gravy with pistachio richness,
Royal Paneer & Vegetable Kitchen,,4,Paneer Gulnaar Khaas,,Delicate paneer in mildly sweet Mughlai-style gravy,
Royal Paneer & Vegetable Kitchen,,5,Rajputana Laal Maas Paneer,,Fiery Rajasthani red chilli gravy with paneer twist,
Royal Paneer & Vegetable Kitchen,,6,Paneer Angaara Tikka Masala,,Char-grilled paneer in smoky spiced gravy,
Royal Paneer & Vegetable Kitchen,,7,Dum Paneer Rajwada Handi,,Slow-cooked paneer in sealed handi with aromatic spices,
Royal Paneer & Vegetable Kitchen,,8,Paneer Badami Shahi Korma,,Almond-rich creamy gravy with subtle sweetness,
Royal Paneer & Vegetable Kitchen,,9,Paneer Khazana Darbari,,Stuffed paneer dumplings in royal gravy,
