RAJ AANGAN EVENTS & CATERERS,,,
,Signature Dining Menu,Royal Feast,Elite Experience
,,Aloo Kaju Khoya Vilas (Potatoes simmered in a luxurious cashew and khoya gravy with rich Mughlai flavours.),Aloo Kaju Khoya Vilas (Potatoes simmered in a luxurious cashew and khoya gravy with rich Mughlai flavours.)
,,Aloo Mirch Rajputana Angaara (Potatoes cooked with vibrant peppers and bold spices for a smoky Rajasthani delight.),Aloo Mirch Rajputana Angaara (Potatoes cooked with vibrant peppers and bold spices for a smoky Rajasthani delight.)
,,Aloo Tamatar Rasoi Shahi (Soft potatoes simmered in a flavourful tomato gravy infused with authentic Indian spices.),Aloo Tamatar Rasoi Shahi (Soft potatoes simmered in a flavourful tomato gravy infused with authentic Indian spices.)
,,"Aloo Subz Miloni Rajwada (Potatoes and seasonal vegetables cooked together in a rich, aromatic traditional gravy.)","Aloo Subz Miloni Rajwada (Potatoes and seasonal vegetables cooked together in a rich, aromatic traditional gravy.)"
,,Aloo Badami Korma Darbari (Tender potatoes served in a creamy almond-based korma enriched with royal spices.),Aloo Badami Korma Darbari (Tender potatoes served in a creamy almond-based korma enriched with royal spices.)
,,,"Aloo Adraki Lahsun Tadka (Potatoes tempered with fresh ginger, garlic, and aromatic spices for a robust flavour.)"
,,,Aloo Zafrani Khazana (Baby potatoes delicately infused with premium saffron in a luxurious royal gravy.)
,,,"Aloo Til Badami Vilas (Potatoes cooked with roasted sesame and almonds in a rich, flavourful gravy.)"
,,,Aloo Hariyali Angaara (Potatoes simmered in a vibrant green herb gravy with a subtle smoky finish.)
,,,"Aloo Pudina Chatpata Khaas (Fresh potatoes tossed with mint, herbs, and tangy spices for a refreshing taste.)"
,,,Aloo Anardana Rajsi (Potatoes flavoured with dried pomegranate for a delightful balance of sweet and tangy notes.)
,,,Aloo Lahsunia Teekha (A bold potato preparation infused with roasted garlic and traditional Indian spices.)
,,,Aloo Rajma Miloni Shahi (A hearty combination of potatoes and kidney beans cooked in a rich North Indian gravy.)
,,,Aloo Makhanwala Rajwada (Potatoes simmered in a buttery tomato gravy finished with fresh cream and aromatic spices.)
,,,"Aloo Kasturi Methi Malai (Potatoes cooked with kasuri methi in a smooth, creamy gravy with royal flavours.)"
,,,Aloo Hing Jeera Vilas (Tender potatoes tempered with asafoetida and roasted cumin for a classic aromatic delight.)
,,,Aloo Tamatar Dhaba Style Rajsi (A rustic dhaba-style potato and tomato curry bursting with authentic Indian flavours.)
,,,Aloo Pyaaz Angaara Tawa (Potatoes and onions tossed on a
,,,
The Imperial Curry Khazana,Choose Any 1,Choose Any 1,Choose Any 1
,Rajasthani Kadhi Pakoda (Traditional Rajasthani yogurt curry served with soft gram flour fritters and aromatic spices.),Rajasthani Kadhi Pakoda (Traditional Rajasthani yogurt curry served with soft gram flour fritters and aromatic spices.),"Palak Chana Rajsi Vilas (Fresh spinach and chickpeas simmered in a rich, aromatic gravy with traditional Indian spices.)"
,Kadhi Boondi (Creamy yogurt-based curry enriched with soft boondi and delicately spiced tempering.),Kadhi Boondi (Creamy yogurt-based curry enriched with soft boondi and delicately spiced tempering.),Corn Kaju Khazana Shahi (Sweet corn and premium cashews cooked in a luxurious creamy royal gravy.)
,Kadhi Mangodi (Classic kadhi simmered with traditional lentil dumplings for a hearty Rajasthani flavour.),Kadhi Mangodi (Classic kadhi simmered with traditional lentil dumplings for a hearty Rajasthani flavour.),Baby Corn Badami Darbari (Tender baby corn prepared in a rich almond-based gravy with delicate spices.)
,Kadhi Gatta (A rich yogurt curry featuring soft gram flour gatta cooked with authentic regional spices.),Kadhi Gatta (A rich yogurt curry featuring soft gram flour gatta cooked with authentic regional spices.),"Corn Palak Noorani (Sweet corn and fresh spinach blended into a wholesome, mildly spiced creamy curry.)"
,Kadhi Jeera (Smooth yogurt curry delicately tempered with roasted cumin for a light and aromatic taste.),Kadhi Jeera (Smooth yogurt curry delicately tempered with roasted cumin for a light and aromatic taste.),Methi Chana Rajputana (Chickpeas cooked with fresh fenugreek leaves in a flavourful traditional Rajasthani style.)
,Kadhi Lahsun (Traditional kadhi infused with a robust garlic tempering for bold and comforting flavours.),Kadhi Lahsun (Traditional kadhi infused with a robust garlic tempering for bold and comforting flavours.),Chana Masala Rajwada Rasoi (Classic Punjabi chickpeas simmered in a robust tomato and onion gravy with aromatic spices.)
,Kadhi Methi (Creamy yogurt curry enhanced with fresh fenugreek leaves and fragrant Indian spices.),Kadhi Methi (Creamy yogurt curry enhanced with fresh fenugreek leaves and fragrant Indian spices.),Chana Korma Shahi Khazana (Chickpeas cooked in a rich Mughlai-style korma enriched with nuts and cream.)
,Kadhi Pudina (Refreshing yogurt curry infused with fresh mint and mild aromatic seasonings.),Kadhi Pudina (Refreshing yogurt curry infused with fresh mint and mild aromatic seasonings.),"Palak Kaju Vilas (Fresh spinach and roasted cashews simmered in a smooth, flavourful green gravy.)"
,Kadhi Palak (Wholesome yogurt curry blended with fresh spinach for a rich and nourishing delicacy.),Kadhi Palak (Wholesome yogurt curry blended with fresh spinach for a rich and nourishing delicacy.),"Corn Mushroom Angaara (Sweet corn and mushrooms cooked in a smoky, spiced gravy with bold flavours.)"
,Rajputana Kadhi (An authentic royal-style yogurt curry prepared with traditional Rajputana spices and timeless flavours.),Rajputana Kadhi (An authentic royal-style yogurt curry prepared with traditional Rajputana spices and timeless flavours.),Chana Anardana Khaas (Tender chickpeas delicately flavoured with dried pomegranate for a tangy royal twist.)
,,Sindhi Kadhi (A tangy gram flour curry cooked with seasonal vegetables and authentic Sindhi spices.),Palak Subz Miloni Rajsi (A wholesome blend of spinach and seasonal vegetables cooked in a rich aromatic gravy.)
,,Gujarati Sweet Kadhi (A delicately sweet and mildly spiced yogurt curry prepared in the traditional Gujarati style.),Corn Zafrani Khazana (Sweet corn infused with premium saffron in a luxurious creamy gravy.)
,,Royal Spinach Kadhi (A luxurious yogurt curry blended with fresh spinach and finished with aromatic tempering.),Chana Lahsunia Teekha (Spicy chickpeas prepared with roasted garlic and traditional Indian spices.)
,,,"Baby Corn Makhmali Shahi (Tender baby corn cooked in a silky, creamy white gravy with mild royal flavours.)"
,,,"Palak Adraki Lahsun Rasoi (Fresh spinach enhanced with ginger, garlic, and aromatic Indian spices.)"
,,,"Chana Til Badami Vilas (Chickpeas simmered with roasted sesame and almonds in a rich, flavourful gravy.)"
,,,Corn Hariyali Angaara (Sweet corn cooked in a vibrant herb-infused green gravy with a subtle smoky finish.)
,,,"Chana Kaju Kishmish Darbari (Chickpeas enriched with cashews and raisins in a rich, mildly sweet royal gravy.)"
,,,"Palak Methi Malai Rajwada (Fresh spinach and fenugreek cooked in a creamy, delicately spiced royal-style gravy.)"
,,,
,,,
The Rajputana Bharwan & Subz Darbar,N/A,Choose Any 1,Choose Any 1
,,Bharwan Tamatar Rajwada Vilas (Juicy tomatoes stuffed with a rich spiced filling and simmered in a flavourful royal gravy.),Bharwan Tamatar Rajwada Vilas (Juicy tomatoes stuffed with a rich spiced filling and simmered in a flavourful royal gravy.)
,,"Tofu Bharwan Tamatar Fusion Shahi (Stuffed tomatoes filled with seasoned tofu, served in a luxurious fusion-style gravy.)","Tofu Bharwan Tamatar Fusion Shahi (Stuffed tomatoes filled with seasoned tofu, served in a luxurious fusion-style gravy.)"
,,Bharwan Karela Rajsi Khaas (Tender bitter gourd stuffed with aromatic spices and cooked in a traditional royal style.),Bharwan Karela Rajsi Khaas (Tender bitter gourd stuffed with aromatic spices and cooked in a traditional royal style.)
,,Arbi Do Pyaza Darbari (Tender colocasia cooked with generous onions and aromatic Indian spices.),Arbi Do Pyaza Darbari (Tender colocasia cooked with generous onions and aromatic Indian spices.)
,,Baingan Masala Rajputana Rasoi (Fresh eggplant cooked in a robust onion-tomato masala with authentic Rajasthani flavours.),Baingan Masala Rajputana Rasoi (Fresh eggplant cooked in a robust onion-tomato masala with authentic Rajasthani flavours.)
,,Baingan Bharta Angaara Shahi (Smoky roasted eggplant mashed and cooked with rich spices for a royal delicacy.),Baingan Bharta Angaara Shahi (Smoky roasted eggplant mashed and cooked with rich spices for a royal delicacy.)
,,Tawa Subz Rajwada Angaara (Seasonal vegetables tossed on a hot tawa with aromatic spices and a smoky finish.),Tawa Subz Rajwada Angaara (Seasonal vegetables tossed on a hot tawa with aromatic spices and a smoky finish.)
,,Bharwan Shimla Mirch Darbar (Bell peppers stuffed with a rich savoury filling and cooked in a flavourful gravy.),Bharwan Shimla Mirch Darbar (Bell peppers stuffed with a rich savoury filling and cooked in a flavourful gravy.)
,,Bharwan Baingan Rajsi Vilas (Baby eggplants stuffed with traditional spices and slow-cooked to perfection.),Bharwan Baingan Rajsi Vilas (Baby eggplants stuffed with traditional spices and slow-cooked to perfection.)
,,Bharwan Tamatar Anardana Khaas (Stuffed tomatoes delicately flavoured with dried pomegranate for a tangy royal twist.),Bharwan Tamatar Anardana Khaas (Stuffed tomatoes delicately flavoured with dried pomegranate for a tangy royal twist.)
,,Bharwan Tinda Rajwada (Round gourds stuffed with aromatic spices and simmered in a traditional North Indian gravy.),Bharwan Tinda Rajwada (Round gourds stuffed with aromatic spices and simmered in a traditional North Indian gravy.)
,,Arbi Masala Rajputana (Colocasia cooked with robust Indian spices for an authentic homestyle preparation.),Arbi Masala Rajputana (Colocasia cooked with robust Indian spices for an authentic homestyle preparation.)
,,"Arbi Methi Malai Darbar (Tender colocasia and fresh fenugreek cooked in a smooth, creamy gravy.)","Arbi Methi Malai Darbar (Tender colocasia and fresh fenugreek cooked in a smooth, creamy gravy.)"
,,"Arbi Adraki Lahsun Tadka (Colocasia tempered with fresh ginger, garlic, and aromatic Indian spices.)","Arbi Adraki Lahsun Tadka (Colocasia tempered with fresh ginger, garlic, and aromatic Indian spices.)"
,,"Baingan Bharta Rajwada Rasoi (Fire-roasted eggplant mashed and cooked with onions, tomatoes, and traditional spices.)","Baingan Bharta Rajwada Rasoi (Fire-roasted eggplant mashed and cooked with onions, tomatoes, and traditional spices.)"
,,Baingan Kaju Khazana Shahi (Tender eggplant simmered in a luxurious cashew-based royal gravy.),Baingan Kaju Khazana Shahi (Tender eggplant simmered in a luxurious cashew-based royal gravy.)
,,Baingan Achari Rajputana (Eggplant cooked with tangy pickle spices for a bold and flavourful Rajasthani delight.),Baingan Achari Rajputana (Eggplant cooked with tangy pickle spices for a bold and flavourful Rajasthani delight.)
,,Baingan Hariyali Angaara (Eggplant cooked in a vibrant green herb gravy with a subtle smoky finish.),Baingan Hariyali Angaara (Eggplant cooked in a vibrant green herb gravy with a subtle smoky finish.)
,,Tawa Paneer Subz Vilas (Fresh paneer and seasonal vegetables tossed on a hot tawa with aromatic spices.),Tawa Paneer Subz Vilas (Fresh paneer and seasonal vegetables tossed on a hot tawa with aromatic spices.)
,,Tawa Mushroom Angaara (Juicy mushrooms cooked on the tawa with smoky spices and fresh herbs.),Tawa Mushroom Angaara (Juicy mushrooms cooked on the tawa with smoky spices and fresh herbs.)
,,Tawa Corn Palak Khaas (Sweet corn and spinach tossed on a hot tawa with traditional seasonings.),Tawa Corn Palak Khaas (Sweet corn and spinach tossed on a hot tawa with traditional seasonings.)
,,Tawa Aloo Mirch Rajwada (Potatoes and colourful peppers cooked on the tawa with bold Indian spices.),Tawa Aloo Mirch Rajwada (Potatoes and colourful peppers cooked on the tawa with bold Indian spices.)
,,Karela Pyaz Masala Rajsi (Bitter gourd and onions cooked together with flavourful spices for a balanced taste.),Karela Pyaz Masala Rajsi (Bitter gourd and onions cooked together with flavourful spices for a balanced taste.)
,,Karela Achari Shahi (Tender bitter gourd prepared with tangy pickle spices in a rich traditional style.),Karela Achari Shahi (Tender bitter gourd prepared with tangy pickle spices in a rich traditional style.)
,,Karela Bharwan Khoya Vilas (Stuffed bitter gourd filled with khoya and aromatic spices for a unique royal delicacy.),Karela Bharwan Khoya Vilas (Stuffed bitter gourd filled with khoya and aromatic spices for a unique royal delicacy.)
,,,
Live Vegetable Station,N/A,Choose Any 1,Choose Any 1
,,Live Tawa Subz Station (Fresh seasonal vegetables expertly tossed live on the tawa with aromatic Indian spices.),Live Tawa Subz Station (Fresh seasonal vegetables expertly tossed live on the tawa with aromatic Indian spices.)
,,Live Veg Jalfrezi Station (A vibrant medley of vegetables stir-cooked live in a spicy tomato-based gravy.),Live Veg Jalfrezi Station (A vibrant medley of vegetables stir-cooked live in a spicy tomato-based gravy.)
,,Live Kadai Sabzi Station (Fresh vegetables prepared live in a traditional kadai with bold Indian spices and herbs.),Live Kadai Sabzi Station (Fresh vegetables prepared live in a traditional kadai with bold Indian spices and herbs.)
,,"Live Paneer Bhurji Station (Crumbled paneer cooked live with onions, tomatoes, and signature Indian seasonings.)","Live Paneer Bhurji Station (Crumbled paneer cooked live with onions, tomatoes, and signature Indian seasonings.)"
,,"Live Mushroom Masala Station (Juicy mushrooms prepared live in a rich, flavourful masala gravy.)","Live Mushroom Masala Station (Juicy mushrooms prepared live in a rich, flavourful masala gravy.)"
,,Live Baby Corn Pepper Fry Station (Tender baby corn stir-fried live with freshly cracked pepper and aromatic spices.),Live Baby Corn Pepper Fry Station (Tender baby corn stir-fried live with freshly cracked pepper and aromatic spices.)
,,"Live Palak Corn Station (Sweet corn and fresh spinach cooked live in a creamy, delicately spiced gravy.)","Live Palak Corn Station (Sweet corn and fresh spinach cooked live in a creamy, delicately spiced gravy.)"
,,Live Veg Do Pyaza Station (Seasonal vegetables prepared live with generous onions and traditional Indian spices.),Live Veg Do Pyaza Station (Seasonal vegetables prepared live with generous onions and traditional Indian spices.)
,,Live Hariyali Subz Station (Fresh vegetables cooked live in a vibrant green herb-infused gravy.),Live Hariyali Subz Station (Fresh vegetables cooked live in a vibrant green herb-infused gravy.)
,,Live Mix Veg Handi Station (A wholesome assortment of seasonal vegetables slow-cooked live in a rich traditional handi gravy.),Live Mix Veg Handi Station (A wholesome assortment of seasonal vegetables slow-cooked live in a rich traditional handi gravy.)
,,,
,,,
Exotic Subz Indulgence,N/A,Choose Any 1,Choose Any 1
,,Zucchini Malai Zafran Vilas (Tender zucchini simmered in a silky saffron-infused cream gravy with royal flavours.),Zucchini Malai Zafran Vilas (Tender zucchini simmered in a silky saffron-infused cream gravy with delicate royal flavours.)
,,Asparagus Badami Shahi (Fresh asparagus cooked in a luxurious almond-based gravy with delicate aromatic spices.),Asparagus Badami Shahi (Fresh asparagus cooked in a luxurious almond-based gravy with aromatic Indian spices.)
,,Broccoli Makhmali Darbar (Crisp broccoli florets prepared in a velvety creamy gravy with subtle royal seasonings.),Broccoli Makhmali Darbar (Crisp broccoli florets prepared in a velvety creamy gravy with subtle royal seasonings.)
,,Avocado Subz Nazakat (Creamy avocado paired with seasonal vegetables in a rich herb-infused gourmet curry.),Avocado Subz Nazakat (Creamy avocado blended with seasonal vegetables in a rich herb-infused gourmet curry.)
,,Baby Corn Kaju Khazana (Tender baby corn simmered in a rich cashew-based gravy with royal Mughlai flavours.),Baby Corn Kaju Khazana (Tender baby corn simmered in a rich cashew-based gravy with royal Mughlai flavours.)
,,"Lotus Stem Angaara Masala (Crispy lotus stem cooked in a smoky, flavourful masala with aromatic Indian spices.)",Lotus Stem Angaara Masala (Crispy lotus stem cooked in a smoky masala infused with bold Indian spices.)
,,"Kamal Kakdi Methi Malai Rajsi (Lotus stem cooked with fresh fenugreek in a smooth, creamy royal gravy.)","Kamal Kakdi Methi Malai Rajsi (Lotus stem cooked with fresh fenugreek in a smooth, creamy royal-style gravy.)"
,,Artichoke Dilpasand Shahi (Tender artichokes prepared in a luxurious creamy gravy with delicate Indian spices.),Artichoke Dilpasand Shahi (Tender artichokes prepared in a luxurious creamy gravy with delicate aromatic spices.)
,,Edamame Hariyali Vilas (Protein-rich edamame cooked in a vibrant green herb-infused gravy.),Edamame Hariyali Vilas (Protein-rich edamame cooked in a vibrant green herb-infused gravy.)
,,Purple Cabbage Subz Royale (Purple cabbage and seasonal vegetables delicately cooked with aromatic spices and herbs.),Purple Cabbage Subz Royale (Purple cabbage and seasonal vegetables delicately cooked with aromatic herbs and spices.)
,,Wild Mushroom Truffle Shahi Rasoi (Exotic wild mushrooms infused with truffle flavours in a rich gourmet gravy.),Wild Mushroom Truffle Shahi Rasoi (Exotic wild mushrooms infused with premium truffle flavours in a rich gourmet gravy.)
,,Button Mushroom Zafrani Khazana (Juicy button mushrooms simmered in a luxurious saffron-infused creamy gravy.),Button Mushroom Zafrani Khazana (Juicy button mushrooms simmered in a luxurious saffron-infused creamy gravy.)
,,Portobello Angaara Darbar (Portobello mushrooms cooked in a smoky masala with bold traditional spices.),Portobello Angaara Darbar (Portobello mushrooms cooked in a smoky masala with bold traditional seasonings.)
,,"Baby Potato Herb Butter Vilas (Tender baby potatoes tossed with butter, fresh herbs, and aromatic seasonings.)",Baby Potato Herb Butter Vilas (Tender baby potatoes tossed with herb butter and aromatic gourmet seasonings.)
,,Sweet Potato Anardana Khaas (Sweet potatoes delicately flavoured with dried pomegranate and fragrant Indian spices.),Sweet Potato Anardana Khaas (Sweet potatoes delicately flavoured with dried pomegranate and fragrant Indian spices.)
,,Bok Choy Til Badami Fusion (Fresh bok choy cooked with roasted sesame and almonds in a fusion-style preparation.),Bok Choy Til Badami Fusion (Fresh bok choy cooked with roasted sesame and almonds in an elegant fusion style.)
,,Grilled Mediterranean Subz Platter Rajwada (An assortment of grilled Mediterranean vegetables finished with herbs and premium seasonings.),Grilled Mediterranean Subz Platter Rajwada (An assortment of grilled Mediterranean vegetables finished with herbs and premium seasonings.)
,,Stuffed Zucchini Boats Shahi (Zucchini boats filled with a rich savoury stuffing and baked to perfection.),Stuffed Zucchini Boats Shahi (Fresh zucchini boats filled with a rich savoury stuffing and baked to perfection.)
,,"Quinoa Stuffed Bell Peppers Vilas (Bell peppers stuffed with wholesome quinoa, vegetables, and aromatic herbs.)","Quinoa Stuffed Bell Peppers Vilas (Bell peppers stuffed with wholesome quinoa, vegetables, and aromatic herbs.)"
,,"Cottage Cheese Spinach Roulade Rajsi (Delicate paneer and spinach roulades served with a rich, creamy gourmet finish.)","Cottage Cheese Spinach Roulade Rajsi (Delicate paneer and spinach roulades served with a rich, creamy gourmet finish.)"
,,,
,,,
The Rajputana Dal & Kadhi Darbar,Choose Any 1,Choose Any 1,Choose Any 2
,Dal Baati Panchmel Rajwada (A traditional Rajasthani panchmel dal served with golden baked baati and authentic regional flavours.),Dal Baati Panchmel Rajwada (A traditional Rajasthani panchmel dal served with golden baked baati and authentic regional flavours.),Dal Baati Panchmel Rajwada (A traditional Rajasthani panchmel dal served with golden baked baati and authentic regional flavours.)
,"Shahi Dal Makhani Darbari (Slow-cooked black lentils simmered with butter, cream, and aromatic North Indian spices.)","Shahi Dal Makhani Darbari (Slow-cooked black lentils simmered with butter, cream, and aromatic North Indian spices.)","Shahi Dal Makhani Darbari (Slow-cooked black lentils simmered with butter, cream, and aromatic North Indian spices.)"
,"Dal Bukhara Vilas (Rich whole black lentils slow-cooked overnight for a deep, smoky, and luxurious flavour.)","Dal Bukhara Vilas (Rich whole black lentils slow-cooked overnight for a deep, smoky, and luxurious flavour.)","Dal Bukhara Vilas (Rich whole black lentils slow-cooked overnight for a deep, smoky, and luxurious flavour.)"
,"Rajsi Yellow Dal Tadka (Wholesome yellow lentils tempered with ghee, cumin, garlic, and traditional Indian spices.)","Rajsi Yellow Dal Tadka (Wholesome yellow lentils tempered with ghee, cumin, garlic, and traditional Indian spices.)","Rajsi Yellow Dal Tadka (Wholesome yellow lentils tempered with ghee, cumin, garlic, and traditional Indian spices.)"
,Moong Dal Chilka Rajputana (Split green gram lentils cooked with rustic Rajasthani spices for a comforting classic.),Moong Dal Chilka Rajputana (Split green gram lentils cooked with rustic Rajasthani spices for a comforting classic.),Moong Dal Chilka Rajputana (Split green gram lentils cooked with rustic Rajasthani spices for a comforting classic.)
,"Dal Panchratna Shahi Khazana (A royal blend of five premium lentils simmered in a rich, flavourful gravy.)","Dal Panchratna Shahi Khazana (A royal blend of five premium lentils simmered in a rich, flavourful gravy.)","Dal Panchratna Shahi Khazana (A royal blend of five premium lentils simmered in a rich, flavourful gravy.)"
,Dal Lahsunia Teekha Rasoi (A robust lentil preparation infused with roasted garlic and bold Indian spices.),Dal Lahsunia Teekha Rasoi (A robust lentil preparation infused with roasted garlic and bold Indian spices.),Dal Lahsunia Teekha Rasoi (A robust lentil preparation infused with roasted garlic and bold Indian spices.)
,Dal Zafrani Vilas (Creamy lentils delicately flavoured with premium saffron for a luxurious royal touch.),Dal Zafrani Vilas (Creamy lentils delicately flavoured with premium saffron for a luxurious royal touch.),Dal Zafrani Vilas (Creamy lentils delicately flavoured with premium saffron for a luxurious royal touch.)
,Rajasthani Kadhi Pakoda Darbar (Traditional yogurt curry served with soft gram flour fritters and aromatic Rajasthani spices.),"Dal Methi Malai Darbar (Wholesome lentils cooked with fresh fenugreek leaves in a smooth, creamy gravy.)","Dal Methi Malai Darbar (Wholesome lentils cooked with fresh fenugreek leaves in a smooth, creamy gravy.)"
,Kadhi Boondi Darbari (Creamy yogurt-based curry enriched with soft boondi and delicately tempered with aromatic spices.),Dal Kaju Kishmish Shahi (Rich lentils enriched with cashews and raisins for a mildly sweet royal delicacy.),Dal Kaju Kishmish Shahi (Rich lentils enriched with cashews and raisins for a mildly sweet royal delicacy.)
,,"Dal Adraki Hing Tadka (Flavourful lentils tempered with fresh ginger, asafoetida, and aromatic Indian spices.)","Dal Adraki Hing Tadka (Flavourful lentils tempered with fresh ginger, asafoetida, and aromatic Indian spices.)"
,,Dal Palak Noorani (Nutritious lentils blended with fresh spinach in a delicately spiced wholesome preparation.),Dal Subz Miloni Rajsi (A nourishing blend of lentils and seasonal vegetables cooked in a rich traditional gravy.)
,,Rajasthani Kadhi Pakoda Darbar (Traditional yogurt curry served with soft gram flour fritters and aromatic Rajasthani spices.),Dal Palak Noorani (Nutritious lentils blended with fresh spinach in a delicately spiced wholesome preparation.)
,,Kadhi Gatta Shahi Rasoi (Creamy yogurt curry featuring soft gram flour gatta cooked with authentic royal spices.),Dal Badami Khazana (Creamy lentils enriched with roasted almonds for a rich and luxurious flavour.)
,,Kadhi Boondi Darbari (Creamy yogurt-based curry enriched with soft boondi and delicately tempered with aromatic spices.),"Dal Dum Handi Rajwada (Traditional lentils slow-cooked in a handi for deep, authentic, and aromatic flavours.)"
,,,Rajasthani Kadhi Pakoda Darbar (Traditional yogurt curry served with soft gram flour fritters and aromatic Rajasthani spices.)
,,,Kadhi Mangodi Rajputana (Classic yogurt curry simmered with traditional lentil dumplings and regional spices.)
,,,Kadhi Gatta Shahi Rasoi (Creamy yogurt curry featuring soft gram flour gatta cooked with authentic royal spices.)
,,,Kadhi Lahsunia Teekha (Traditional kadhi infused with a bold garlic tempering and rich Indian flavours.)
,,,"Kadhi Methi Pakoda Vilas (Creamy yogurt curry with fenugreek pakodas, delicately seasoned with aromatic spices.)"
,,,Kadhi Zafrani Khazana (A luxurious yogurt curry infused with premium saffron and royal flavours.)
,,,Kadhi Palak Noorani (Wholesome yogurt curry blended with fresh spinach and aromatic Indian spices.)
,,,Kadhi Subz Miloni Rajsi (Creamy kadhi enriched with seasonal vegetables for a wholesome royal preparation.)
,,,Kadhi Mirch Rajputana Angaara (A spicy Rajasthani kadhi enhanced with green chillies and smoky traditional flavours.)
,,,Kadhi Hing Jeera Rasoi (Smooth yogurt curry delicately tempered with asafoetida and roasted cumin.)
,,,Kadhi Boondi Darbari (Creamy yogurt-based curry enriched with soft boondi and delicately tempered with aromatic spices.)
,,,Kadhi Kaju Kishmish Shahi (A rich royal kadhi enhanced with premium cashews and raisins for a luxurious finish.)
,,,
The Royal Sweet's Collection,Choice of 4,Choice of 6,Choice of 10
,Kaju Katli Rajsi Vilas (Delicate cashew fudge crafted with premium cashews and finished with edible silver leaf.),Kaju Katli Rajsi Vilas (Diamond-cut kaju delicacy crafted with premium cashew paste and royal silver finish),Kaju Katli Rajsi Vilas (Diamond-cut kaju sweet crafted with premium cashew paste and royal silver finish)
,Pista Barfi Darbari Delight (Rich pistachio barfi prepared with premium nuts and traditional sweetness.),Pista Barfi Darbari Delight (Rich pistachio fudge blended with aromatic flavours and luxurious texture),Pista Barfi Darbari Delight (Rich pistachio fudge blended with aromatic flavours and luxurious texture)
,Anjeer Dry Fruit Barfi Khazana (A luxurious blend of figs and assorted dry fruits handcrafted into a royal delicacy.),Anjeer Dry Fruit Barfi Khazana (Premium figs and dry fruits combined into a royal traditional sweet),Anjeer Dry Fruit Barfi Khazana (Premium fig and dry fruit delicacy with a rich royal taste)
,Badam Katli Shahi Rasoi (Smooth almond fudge infused with rich flavours and elegant royal presentation.),Badam Katli Shahi Rasoi (Smooth almond confection prepared with fine almonds and delicate sweetness),Badam Katli Shahi Rasoi (Smooth almond confection prepared with fine almonds and delicate sweetness)
,Kesar Peda Rajwada (Soft milk peda delicately flavoured with premium saffron and aromatic cardamom.),Kesar Peda Rajwada (Soft milk peda infused with premium saffron strands and royal flavours),Kesar Peda Rajwada (Soft milk peda infused with premium saffron strands and royal flavours)
,Mathura Peda Rajsi Khaas (Traditional Mathura-style peda prepared from slow-cooked milk for an authentic taste.),Mathura Peda Rajsi Khaas (Authentic Mathura-style peda made with slow-cooked milk solids),Mathura Peda Rajsi Khaas (Authentic Mathura-style peda made with slow-cooked milk solids)
,"Doodh Barfi Shahi Vilas (Classic milk barfi with a rich, creamy texture and timeless Indian sweetness.)",Doodh Barfi Shahi Vilas (Classic milk fudge prepared with pure khoya and creamy texture),Doodh Barfi Shahi Vilas (Classic milk fudge prepared with pure khoya and creamy richness)
,Motichoor Ladoo Rajwada (Soft pearls of boondi bound together into a rich and festive royal ladoo.),Chocolate Barfi Fusion Rajsi (Traditional barfi blended with rich chocolate indulgence),Chocolate Barfi Fusion Rajsi (Traditional barfi blended with rich chocolate flavours for a modern twist)
,Besan Ladoo Shahi Khazana (Golden roasted gram flour ladoos enriched with pure ghee and aromatic cardamom.),Coconut Barfi Darbari (Soft coconut sweet with subtle sweetness and traditional flavours),Coconut Barfi Darbari (Soft coconut sweet with subtle sweetness and traditional flavours)
,"Dry Fruit Ladoo Rajsi Vilas (Nutritious ladoos packed with premium dry fruits, nuts, and natural richness.)",Rose Petal Barfi Rajputana (Rose-infused barfi garnished with fragrant rose petals),Rose Petal Barfi Rajputana (Elegant rose-infused barfi garnished with fragrant rose petals)
,"Churma Ladoo Rajsi Khazana (Traditional Rajasthani churma ladoos made with ghee, jaggery, and aromatic spices.)",Motichoor Ladoo Rajwada (Fine golden boondi pearls shaped into a festive royal ladoo),Motichoor Ladoo Rajwada (Fine golden boondi pearls combined into a classic festive ladoo)
,Meva Bati Shahi Vilas (Rich khoya dumplings generously filled with premium dry fruits and nuts.),Besan Ladoo Shahi Khazana (Ghee-roasted gram flour ladoos with rich nutty flavours),Besan Ladoo Shahi Khazana (Ghee-roasted gram flour ladoos with rich nutty flavours)
,Balushahi Darbari Delight (Flaky traditional Indian pastry glazed with fragrant sugar syrup for a delightful finish.),Dry Fruit Ladoo Rajsi Vilas (Premium ladoos loaded with assorted dry fruits and royal richness),Dry Fruit Ladoo Rajsi Vilas (Premium ladoos loaded with assorted dry fruits and royal richness)
,Imarti Shahi Crunch (Crisp and juicy urad dal spirals soaked in aromatic saffron sugar syrup.),"Churma Ladoo Rajsi Khazana (Traditional Rajasthani sweet made with wheat, ghee, jaggery, and spices)",Atta Ladoo Darbari Rasoi (Traditional wheat flour ladoos prepared with ghee and aromatic flavours)
,"Mawa Kachori Rajwada (A royal Rajasthani pastry stuffed with rich mawa and dry fruits, dipped in sugar syrup.)",Meva Bati Shahi Vilas (Golden sweet dumplings stuffed with rich dry fruits and flavours),Til Gur Ladoo Rajputana (Classic sesame and jaggery ladoos with authentic Rajasthani taste)
